location,image_description,text,translated_text,id
Top,"A dog wearing a conical hat and glasses, with its eyes closed and a slight smile.",Chao ching cho ching chau,Chao ching cho ching chau,Hindi_image_1302.jpg
Bottom,"A dog wearing a conical hat and glasses, with its eyes closed and a slight smile. The text below the image is in Hindi.","Padh toh nhi liya vro?
Lulli choti karne ka mantr tha","Didn't you study, bro?
It was a mantra to shrink your penis",Hindi_image_1302.jpg
Top left,Text in Marathi indicating Pant's score as 78* off 27 balls.," पंत
78* (27)","Pant
78* (27)",Hindi_image_1464.jpg
Top right,Text in Hindi indicating Yuvraj's score as 53 off 35 balls.,"युवराज
53 (35)","Yuvraj
53 (35)",Hindi_image_1464.jpg
Bottom,"A man in a suit looking intently at papers on a table, with a woman behind a table full of microphones.","TROLL
CRICKET
MARATHI","TROLL
CRICKET
MARATHI",Hindi_image_1464.jpg
Top,The text in black on a green background says 'जिस घर की कुंवारी',जिस घर की कुंवारी,Whose house unmarried,Hindi_image_1289.jpg
Middle,The text in black on a yellow background says 'लड़कियों के playlist में',लड़कियों के playlist में,girls' playlist,Hindi_image_1289.jpg
Middle,A small square image shows a woman and the text 'LANA DEL REY',lana del rey हो,is Lana Del Rey,Hindi_image_1289.jpg
Bottom,The text in black says 'उस घर की दीवारें',उस घर की दीवारें,The walls of that house,Hindi_image_1289.jpg
Bottom,The text in black says 'ऊँची करने से कोई',ऊँची करने से कोई,raising no one,Hindi_image_1289.jpg
Bottom,The text in black says 'फायदा नहीं',फायदा नहीं,no benefit,Hindi_image_1289.jpg
top,A newspaper clipping with a headline.,"सुबह देर से उठने पर पिता ने पुत्र को गोली मारी, मौत","Father shot son for waking up late, death",Hindi_image_782.jpg
middle,A collage of four images. The first image shows a man in a yellow shirt standing in a room. The second image shows two men in light-colored shirts. The third image shows two men in uniforms. The fourth image shows a man in a uniform.,,,Hindi_image_782.jpg
bottom,"A cartoon drawing of a laughing man with glasses, next to text.",Bhai Ab Tera Number Hai,"Brother, now it's your turn",Hindi_image_782.jpg
Bottom,A man in a suit and a woman in a saree are standing side by side. Text is visible at the bottom of the image.,Toxic है मगर handsome है,Toxic but handsome,Hindi_image_796.jpg
Top text,"Text on a black background saying ""Most Daring Person On Earth!!""",Most Daring Person On Earth!!,Most Daring Person On Earth!!,Hindi_image_1538.jpg
Main image,"A man is crawling on the floor with his hands clasped, looking up with a fierce expression. Next to him, another person is crouching down.",,,Hindi_image_1538.jpg
Bottom text,Text on a black background below the image.,Banda Johnny Sins Ke Saamne Pichhwada Karke So Gaya!,The guy slept with his butt facing Johnny Sins!,Hindi_image_1538.jpg
top left speech bubble,"Narendra Modi shaking hands with Virat Kohli, with a speech bubble.",कल की मैच का क्या हुआ??,What happened to yesterday's match??,Hindi_image_2025.jpg
top right speech bubble,"Narendra Modi shaking hands with Virat Kohli, with a speech bubble.",सर राहुल ने जीता दिया,"Sir, Rahul won it",Hindi_image_2025.jpg
bottom left speech bubble,"Narendra Modi smiling at Virat Kohli, with a speech bubble.",हमको भी राहुल ही जीताता है,Rahul also makes us win,Hindi_image_2025.jpg
full image,"Narendra Modi is holding the sun in his palm. He is wearing a blue sweater, a scarf, and jeans. The text at the bottom reads 'Abhi so ke utha hu'.",Abhi so ke utha hu,I just woke up,Hindi_image_1504.jpg
Top left,A man wearing sunglasses and an orange puffer jacket smiles and pulls on the collar of his jacket.,"(BFF)
Best friend forever","(BFF)
Best friend forever",Hindi_image_741.jpg
Top right,A small inset image of a man with a mustache looking serious.,Unofficial Titu Mama,Unofficial Titu Mama,Hindi_image_741.jpg
Bottom left,A man wearing sunglasses and an orange puffer jacket smiles and points with his finger.,"(BFF)
Bhadwa Farzi Friend","(BFF)
Fake Ass Friend",Hindi_image_741.jpg
Top right,A picture of Mahatma Gandhi sitting and writing. Text is on the right side of his image.,"लिख के लेले
तू चूतिया है।","Write it down
You are an idiot.",Hindi_image_1276.jpg
Bottom right,A picture of Mahatma Gandhi sitting and writing. Text is on the right side of his image.,- Mahatma gandhi,- Mahatma gandhi,Hindi_image_1276.jpg
Top,"A man is looking to the right side of the image, with a whiteboard in the background containing some mathematical equations. The text on the top reads: SOMETIMES I SAY IDK",SOMETIMES I SAY IDK,SOMETIMES I SAY IDK,Hindi_image_1510.jpg
Bottom,"The same man is shown, and the text at the bottom reads: AND BE KNOWING",AND BE KNOWING,AND BE KNOWING,Hindi_image_1510.jpg
Top,"Text in Hindi with some English words, mentioning ""Male bestie"" and a quote about women and their fall.","जो औरत Male bestie बनाती है, वो औरत अपने घर के पतन की वजह बनती है","The woman who makes a male bestie, that woman becomes the cause of her home's downfall",Hindi_image_219.jpg
Bottom,"A portrait of a historical Indian figure, likely Chanakya, pointing his finger upwards.",- आचार्य चाणक्य,- Acharya Chanakya,Hindi_image_219.jpg
Top right,A logo with text 'CHUTIYAPA' in blue and cartoon characters.,,,Hindi_image_2227.jpg
Left image,"A young woman with dark hair, smiling widely, wearing a blue and yellow jersey, with her left arm raised.",@__chutiyapa__.,@__chutiyapa__.,Hindi_image_2227.jpg
Right image,"A young woman with dark hair, smiling widely, wearing a blue and yellow jersey, with her right arm raised.",,,Hindi_image_2227.jpg
Bottom,Text 'Camera Man Saar' followed by emojis of a smiling face with hearts.,Camera Man Saar😍,Camera Man Saar😍,Hindi_image_2227.jpg
Top image,A man with curly hair and beard is looking forward with a concerned expression. He is wearing an orange and white t-shirt.,"Sunio hum tumhara remote control plane
Lone aaye he or hum
leko jaayega","Listen, our remote control plane
Has come to take you, or we
Will take it",Hindi_image_1060.jpg
Bottom image,Two men looking at each other. The man in the foreground has short black hair and is wearing a light blue t-shirt. The man in the background is looking sideways.,"ham mana kab kiya he
gian
le jao bas Nobita ki
Lone me tumhara","We admit we have done
Gian
Go ahead and take Nobita's
From your side",Hindi_image_1060.jpg
Top text,The text is written in Hindi and depicts a conversation between a bride and groom.,"दुल्हन:- आ आ.. दर्द हो रहा है,
आराम से करो।","Bride:- Aa aa.. it's hurting,
Do it slowly.",Hindi_image_16.jpg
Middle text,The text is in Hindi and continues the conversation between the bride and groom.,"दुल्हा:- कुछ नहीं होगा.. बस तुम 10
तक गिनो.. मैं निकाल लूँगा",Groom:- Nothing will happen.. just you count to 10.. I will take it out,Hindi_image_16.jpg
Bottom text,The text is in Hindi and shows the bride counting and expressing pain during the process.,"दुल्हन:- 1, 2 आह 3, 4, 5, आह 6,
7, ओह 8, ओहो 8 वाओ, 8, 8, 7, 6,
5, 4... !!","Bride:- 1, 2 Ah 3, 4, 5, Ah 6,
7, Oh 8, Oho 8 Wow, 8, 8, 7, 6,
5, 4... !!",Hindi_image_16.jpg
Bottom emojis,A row of cartoonish emojis expressing laughter and amusement.,,,Hindi_image_16.jpg
Top,"A stylized illustration of a human head in profile, revealing a glowing, orange brain. Superimposed over the brain is a diagram of the female reproductive system, including ovaries, fallopian tubes, uterus, and cervix.",Dimagg ka,Of the brain,Hindi_image_225.jpg
Bottom,The image shows the lower part of the human head profile with the reproductive system diagram. Text is overlaid at the bottom.,bh0sd@ ho chuka hai,is fucked up,Hindi_image_225.jpg
Top,"White text on a dark, grainy background. The text is in Hindi and English.",वो कहते है ना,They say that,Hindi_image_231.jpg
Middle,"White text on a dark, grainy background. The text is in Hindi and English.",tumhari maa ki choot,your mother's cunt,Hindi_image_231.jpg
Bottom,"White text on a dark, grainy background. The text is in Hindi and English.",सही कहते है,they say it right,Hindi_image_231.jpg
Top,Profile picture of a woman with dark hair and a red top. Text says Neha Giri.,Neha Giri,Neha Giri,Hindi_image_1707.jpg
Top center,Text on the screen indicating the connection status on Facebook.,"You and Neha aren't connected on
Facebook",You and Neha aren't connected on Facebook,Hindi_image_1707.jpg
Middle,Text indicating Neha's workplace and location.,"Works at Studying
Lives in Navi Mumbai (New Mumbai),
India","Works at Studying Lives in Navi Mumbai (New Mumbai), India",Hindi_image_1707.jpg
Bottom,"A chat bubble with a message and a smiley face, indicating a conversation.",Chot to nahi lagi?,Didn't get hurt?,Hindi_image_1707.jpg
Top,"Text on a black background with the Hindi words ""Jyada hila Liya bro"" written in white and blue.",Jyada hila Liya bro,Moved too much bro,Hindi_image_2232.jpg
Center,"A dog sitting in a meditative pose, eyes closed, appearing to be in deep thought or relaxation.",,,Hindi_image_2232.jpg
Bottom,"Text at the bottom of the image reads ""Ab Recovery kar raha hu"" with an orange outline.",Ab Recovery kar raha hu,Now I am recovering,Hindi_image_2232.jpg
Bottom,A meme featuring a close-up of a young boy's face with a serious and somewhat exasperated expression. Text is overlaid on the bottom part of the image.,"Naya saal aagya lekin, 'Kal se padhunga' wala kal nhi aaya","The new year has arrived, but the 'I will study from tomorrow' tomorrow has not come.",Hindi_image_595.jpg
Top,"The text ""signs you are bancho"" is displayed in blue and white font.",signs You are Bancho,signs You are Bancho,Hindi_image_1934.jpg
Top left,A man with long hair and a beard looking at the camera.,best friend like Aman and Sameer,best friend like Aman and Sameer,Hindi_image_1934.jpg
Top right,A man with long hair and beard laughing and looking away from the camera.,Gaali deni ki A,Gaali deni ki A,Hindi_image_1934.jpg
Bottom left,"A man with long hair and a beard looking at the camera, with his hand raised.",Chchalane mai Mahir is sirf Tollet mai,Chchalane mai Mahir is sirf Tollet mai,Hindi_image_1934.jpg
Bottom right,A man with long hair and a beard looking down with his eyes closed.,Ladkiyo se Chutiya Katwana,Ladkiyo se Chutiya Katwana,Hindi_image_1934.jpg
Top,A person is lying on a couch while another person sits next to them and holds their hand. Text above them says '* CSE guy'.,* CSE guy,* CSE guy,Hindi_image_2018.jpg
Top text,"No specific image description, only text.",Bolo ramu.....kya khabar laaye ho ?,Tell me Ramu.....what news have you brought?,Hindi_image_2018.jpg
Middle,A close-up of a man's face with a concerned or surprised expression.,Mechanical branch me ek nvi ldki aayi hai !!,A new girl has come in the Mechanical branch !!,Hindi_image_2018.jpg
Bottom,"A close-up of a person's eye and forehead, with a hand holding a pencil or brush near their eye.",,,Hindi_image_2018.jpg
top,A man with a scarf covering his head looks sideways with a concerned expression. Text is overlaid on the image.,Rahta kahan hay tu?,Where are you staying?,Hindi_image_740.jpg
middle,A man with a beard and short hair looks at someone with a concerned expression. Text is overlaid on the image.,Footpath pe,On the footpath,Hindi_image_740.jpg
bottom,A man with a beard and a scarf covering his head looks directly at the camera with a slight smile.,,,Hindi_image_740.jpg
Top,Text over a brick wall background mentions Hardik Pandya waiting outside Karan Johar's house and includes three cat face emojis.,"Hardik Pandya Waiting Outside,Karan Johar's House","Hardik Pandya Waiting Outside,Karan Johar's House",Hindi_image_768.jpg
Middle,"A man with sunglasses is squatting, holding a metal rod. The image has a watermark 'Fb.com/AvpJokes' at the bottom.",Fb.com/AvpJokes,Fb.com/AvpJokes,Hindi_image_768.jpg
top left image,"A person with a mustache, wearing an orange jacket, looking distressed and making a gesture with their hand.",Barcelona,Barcelona,Hindi_image_1539.jpg
top right text,,Atul Kumar,Atul Kumar,Hindi_image_1539.jpg
bottom left image,"A person with a mustache, wearing an orange jacket, looking confident and making a gesture with their hand.",Bahar-se-lona,Bahar-se-lona,Hindi_image_1539.jpg
Top,A man in a red and yellow costume looking surprised.,Bacho Isi ko,Save this one,Hindi_image_797.jpg
Bottom,A man in a red and yellow costume looking surprised.,Chutiya kehte hain,This is called an idiot,Hindi_image_797.jpg
Watermark,A watermark at the bottom of the image.,LOLINDIAN.COM,LOLINDIAN.COM,Hindi_image_797.jpg
Top,Screenshot of a tweet by NIKITA with a profile picture and username.,*Wedding Exists*,*Wedding Exists*,Hindi_image_1288.jpg
Middle,Text on a white background describing a bride's statement.,"Dulhan Nibbi : Mera ex, Aaj mere liye
Channa mereya to zarur gayga","Bride Nibbi: My ex, today for me
Channa Mereya will definitely come",Hindi_image_1288.jpg
Middle,Text on a white background introducing the ex-boyfriend's reaction.,"Meanwhile, her ex with his Friends :","Meanwhile, her ex with his Friends :",Hindi_image_1288.jpg
Bottom,"Three men in traditional Indian attire with pink turbans, with sad expressions, serving themselves food at a wedding feast.","NIKITA
@Nikiitasinha28","NIKITA
@Nikiitasinha28",Hindi_image_1288.jpg
top image,"A hand holds up a paper with math problems written on it, showing many incorrect answers crossed out with red marker. Behind the paper, a cartoon character with wide, distressed eyes and clenched teeth looks on.",算数,Arithmetic,Hindi_image_967.jpg
bottom text,"A close-up of a math problem on paper. The problem 2+(2x5)=? is written, and the answer is incorrectly written as 12, with a red line through it.","Is Pic Ko Itna Share Karo Ki
Nahi Toh Mam & Sir Ka Unlsi","Share this pic so much that
otherwise Mom & Sir's anger",Hindi_image_967.jpg
Top left logo,A logo with the text 'TROLL BOLLYWOOD',TROLL BOLLYWOOD,TROLL BOLLYWOOD,Hindi_image_1303.jpg
Main image,A picture of Indian actor Amitabh Bachchan clapping with a smiling expression.,"WAH BHOSDIKE, WAH!","WOW MOTHERFUCKER, WOW!",Hindi_image_1303.jpg
Top,A gym interior with weightlifting equipment and bright ceiling lights.,"क्यों रे Piddi ! तुझसे कितनी बार कहा है कि
Tuesday को Gym में सबसे पहले 'Hanuman Chalisa' चलाया
कर, फिर कुछ और","Hey Piddi! How many times have I told you that
On Tuesday, first play 'Hanuman Chalisa' in the gym,
then something else",Hindi_image_620.jpg
Bottom Left,"A muscular cartoon cat (Oggy) from the back, with its arms flexed.",,,Hindi_image_620.jpg
Bottom Right,A cartoon cockroach (Dee Dee) looking surprised and disgusted.,,,Hindi_image_620.jpg
Bottom,Logo with text 'MUSCLEBALI ISHQ NAHI DEADLIFT KARO'.,"MUSCLEBALI
ISHQ NAHI DEADLIFT KARO","MUSCLEBALI
DON'T LOVE, DEADLIFT",Hindi_image_620.jpg
Top,A collage of laughing and crying emojis with tears.,एक बात पूछनी थी दोस्तों..,"I wanted to ask one thing, friends..",Hindi_image_152.jpg
Middle,"Two emojis, one with a questioning look and a hand pointing, and another with a neutral expression.",लोग कहते है कि पडोसी ही पडोसी के काम आता है..,People say that a neighbor only helps a neighbor..,Hindi_image_152.jpg
Bottom,"Two emojis, one with a questioning look and a hand pointing, and another with a neutral expression, followed by text. Below that are several laughing and confused emojis.",पर यह आखिर पडोसी ही क्यों..?? पडोसन क्यू नही?,But why only a neighbor..?? Why not a female neighbor?,Hindi_image_152.jpg
Top text part,"A tweet text indicating that RCB and CSK are ready for today's match, with a laughing emoji.","#RCB & #CSK is ready for todays match....ieron","#RCB & #CSK are ready for today's match....ieron",Hindi_image_1471.jpg
Top image part,"A group of cricketers in red and black jerseys, wearing red caps, are walking on a field.",,,Hindi_image_1471.jpg
Bottom image part,"Two umpires in red shirts and hats are shaking hands on a cricket field, with other people in the background.",,,Hindi_image_1471.jpg
top left,Australian flag,,,Hindi_image_1317.jpg
top middle,,=,,Hindi_image_1317.jpg
top right,black rectangle with white text and a red heart emoji,He is my boyfriend ❤️,He is my boyfriend,Hindi_image_1317.jpg
middle left,Indian flag,,,Hindi_image_1317.jpg
middle middle,,=,,Hindi_image_1317.jpg
bottom,"Close-up of a white cat with a red tika on its forehead, looking sad and crying. There is a watermark with a profile picture and name 'Megha Godiyal' on the top right corner of the cat's image.",Patti hai wo mere😍😍,She is my wife,Hindi_image_1317.jpg
Center,"A man with a large belly, wearing a pink cloth around his waist, is looking at the camera with other people around him.",Cbum Who ???,Cbum Who ???,Hindi_image_634.jpg
Bottom right,Logo with text,MUSCLEBALI ISHQ NAHI DEADLIFT KARO,MUSCLEBALI DONT DEADLIFT,Hindi_image_634.jpg
Middle,A sleeping monkey with text overlay,Mera L*nd Jaaye Subah 6.00 Baje Gym,My dick can go to the gym at 6 AM,Hindi_image_608.jpg
Bottom,Logo with text,MUSCLEBALI ISHQ NAHI DEADLIFT KARO,MUSCLEBALI LOVE IS NOT DEADLIFT,Hindi_image_608.jpg
top right,An orange and green political flag (likely BJP) is tied to a tree trunk.,,,Hindi_image_185.jpg
top center,Text overlay on the image.,"Neend K bhane
sapne m Cutie
se mil aauga","Pretending to sleep, I will meet Cutie in dreams.",Hindi_image_185.jpg
bottom,"A person wearing shorts with the colors of the political flag is lying on the ground, possibly drunk or asleep. There are some water bottles and rocks nearby.",@shricasm_1008,@shricasm_1008,Hindi_image_185.jpg
Top,Text in Hindi about a man becoming an uncle,"ek din mai bhi apni ""pasandida aurat"" ke baccho ka mama ban jaunga","One day I too will become the uncle of my ""favorite woman's"" children",Hindi_image_807.jpg
Middle,"A young Shah Rukh Khan wearing a maroon suit and a tie with musical notes pattern, standing in front of a green striped background.",,,Hindi_image_807.jpg
Top,"A man with long hair and a mustache is shown from the chest up, with his eyes closed and a finger to his lips, as if asking for silence. He is wearing a red shirt.",OUR FIGHT IS OUR FIGHT NONE OF YOUR FIGHT,OUR FIGHT IS OUR FIGHT NONE OF YOUR FIGHT,Hindi_image_813.jpg
Left,"A red square with white text that says ""TITU MAMA"".",TITU MAMA,TITU MAMA,Hindi_image_813.jpg
Bottom,A man wearing sunglasses and a mustache is shown from the chest up. He is smiling and looking towards the camera.,TERI MA KA DAISY SHAH,TERI MA KA DAISY SHAH,Hindi_image_813.jpg
top left,A man in a crowd is talking to another man.,Bonus mila h kya karu?,"I got a bonus, what should I do?",Hindi_image_1667.jpg
top right,"A man in a crowd is talking to another man, with a logo in the center.",GB Road pe ja..,Go to GB Road..,Hindi_image_1667.jpg
middle left,"A man is talking to another man, both in a crowd. The man on the left is wearing a yellow and red wristband.",Sirf 600₹ ka bonus h..,It's only a bonus of ₹600..,Hindi_image_1667.jpg
middle right,"A man in a crowd is talking to another man, with a logo in the center.",Waha pe 300 wali bhi h..,There are also 300 rupee ones there..,Hindi_image_1667.jpg
bottom left,A man in a crowd is talking to another man. The man on the left is wearing a yellow and red wristband.,2 baar jaa sakta h tu to..,You can go twice then..,Hindi_image_1667.jpg
bottom right,"A man in a crowd is talking to another man, with a logo in the center.",Sahi hai yaar...,"That's correct, friend...",Hindi_image_1667.jpg
Center,"The image shows a monkey looking away, with text overlayed on the right side. The background appears to be a courtyard with buildings and trees at dusk.","Thodi si bhi
expectations
rakhu toh kismat
mere muh pe
marti hai","If I have even a little expectation, destiny hits me in the face",Hindi_image_344.jpg
Top text,"A man with a smug expression and a thumbs-up gesture, with text overlay.",Jab kisi se baat karne me sukoon milne lage,When you start finding peace in talking to someone,Hindi_image_422.jpg
Bottom text,"A man with a smug expression and a thumbs-up gesture, with text overlay.",Toh samjh lena Barbaadi bohot kareeb hai,Then know that ruin is very close,Hindi_image_422.jpg
Center,A young boy wearing sunglasses and giving a thumbs up.,"Jise yaad karke
 mood kharab ho jaye
wo khayal ho tum","The thought that makes your mood bad,
is you.",Hindi_image_436.jpg
Top,Scene from Sacred Games season 2 with characters Guruji and Sartaj Singh in a setting with trees and a building in the background.,After Watching Sacred Games season 2,After Watching Sacred Games season 2,Hindi_image_1115.jpg
Bottom,A group of people looking at something with expressions of awe and expectation. A man in the center appears to be the focus of their attention.,hame bhi Guru Ji ka pyaar chahiye,I also want Guru Ji's love,Hindi_image_1115.jpg
Top,"Sunny Leone waving her hand with a smile, a logo of ",MUJHE PK ME KAM KARKE BAHOT MAZA AAYA,I had a lot of fun working in PK,Hindi_image_350.jpg
Middle,Aamir Khan wearing a yellow helmet with a surprised expression on his face.,AAP PK ME KAHA THE,Where were you in PK,Hindi_image_350.jpg
Bottom,"A man walking towards a car, with a logo of ""f Aaruk@JokesKing"" in the top right corner.",DANCING CAR MEIN,In the dancing car,Hindi_image_350.jpg
Top,"Text at the top of the meme that reads ""*When a girl reacts to my meme.*""",*When a girl reacts to my meme.*,*When a girl reacts to my meme.*,Hindi_image_1129.jpg
Top left,"Text that reads ""Me:""",Me:,Me:,Hindi_image_1129.jpg
Bottom left,"Two people looking at each other. The man is speaking and the woman is listening. Text at the bottom reads ""Pandit ko bula le.""",Pandit ko bula le.,Call the Pandit.,Hindi_image_1129.jpg
Bottom right,"Two people looking at each other. The man is speaking and the woman is listening. Text at the bottom reads ""Main shaadi karega.""",Main shaadi karega.,I will get married.,Hindi_image_1129.jpg
Top,Text overlay on top of the image reads 'SHAREER ME VITAMIN CHU KI KAMI KI WAJAH SE',SHAREER ME VITAMIN CHU KI KAMI KI WAJAH SE,Due to deficiency of vitamin chu in the body,Hindi_image_2346.jpg
Middle,"A screenshot of a tweet with a user profile picture and username 'VI***ya V@rshneV'. Below the username, the text 'Chutiya Kaatna' is visible. The main part of the image is a close-up of the face of an Indian actor with a peculiar hairstyle, appearing confused or taken aback. A context menu overlay is visible on the right side of the actor's face.",Chutiya Kaatna,To fool someone,Hindi_image_2346.jpg
Bottom,Text overlay on bottom of the image reads 'ISKA CHUTIYA KAATNA PADA',ISKA CHUTIYA KAATNA PADA,Had to fool him,Hindi_image_2346.jpg
Top,Text overlay on a black background with a quote.,"thoot Finance Ka Owner Pel Muth Maarta Tha
- Rahul Gand","thoot Finance's owner used to beat Muth
- Rahul Gand",Hindi_image_1897.jpg
Center,"A medium shot of Rahul Gandhi speaking, with a microphone in front of him.",,,Hindi_image_1897.jpg
Bottom,A hashtag at the bottom of the image.,#SatyaVachanByRahulGandhi,#SatyaVachanByRahulGandhi,Hindi_image_1897.jpg
Center,"A collage of faces with a child in the center. The child has a distorted face and is wearing a blue shirt. Behind the child, there are other faces including a man with a purple face on the left, a man with sunglasses in the background, a man with a surprised expression, and a clown on the right. The text is overlaid on the image.","गुड मॉर्निंग
मादरचोद","Good morning
Motherfucker",Hindi_image_387.jpg
Center,"A young boy with a sad and thoughtful expression, sitting with his hands clasped.",Ajj tak mere ghar me ye poket money wala concept nahi aya,"To this day, the concept of pocket money has not come into my house",Hindi_image_397.jpg
top left,Sunny Leone smiling.,Airport Chaloge ?,Will you go to the airport?,Hindi_image_1878.jpg
top right,"A man in a yellow shirt and turban smiling broadly, standing next to an auto-rickshaw.",Ha Ji Bilkul,"Yes sir, absolutely.",Hindi_image_1878.jpg
bottom left,Sunny Leone smiling.,Kya Loge ?,What will you take?,Hindi_image_1878.jpg
bottom right,"A man in a yellow shirt and turban smiling broadly, standing next to an auto-rickshaw.",Gareeb Aadmi Hu Madam Paise Hi Lunga,"I am a poor man, Madam, I will only take money.",Hindi_image_1878.jpg
Top,Text written in the top part of the image,peacefully using my phone,peacefully using my phone,Hindi_image_383.jpg
Top left,"Two men are shown, one is smiling and holding the other's hair",om*,om*,Hindi_image_383.jpg
Bottom,"Two men are shown, one is smiling and holding the other's hair. The other man looks confused and is holding something yellow.",Chal be mausi ko phone laga,"Come on, call aunt",Hindi_image_383.jpg
center image,A dog with a blanket over its head looking intensely at the camera.,"Yrr bhai fir whi, sax-sux ki baatein","Oh brother, again the same talks of sex and stuff",Hindi_image_1844.jpg
top left,An anime character with wide eyes looking at their phone in the dark.,Daba raha hu,I am pressing,Hindi_image_354.jpg
top right,An anime character with wide eyes looking at their phone in the dark.,Daba do,Press it,Hindi_image_354.jpg
North India,"A small image of an anime character looking at their phone, placed on the map of India.",,,Hindi_image_354.jpg
South India,"A small image of an anime character looking at their phone, placed on the map of India.",,,Hindi_image_354.jpg
Top right text,"A girl in a scout uniform smiling and looking at a boy, with text overlayed.",Bunty Tera saalun slow hai kya?,"Bunty, is your soap slow?",Hindi_image_1111.jpg
Bottom text,"A man in a scout uniform looking seriously at the camera, with text overlayed.",Aye apna kaam karna madharchod,"Hey, do your work, motherfucker",Hindi_image_1111.jpg
top image,"Two women are in a kitchen, both looking at their phones.",,,Hindi_image_1663.jpg
bottom text,A cartoon caricature of a man laughing.,पति और ससुर सुबह से नाश्ते के इंतजार में बैठे हैं और समय लंच का हो गया..!,Husband and father-in-law have been waiting for breakfast since morning and it's time for lunch..!,Hindi_image_1663.jpg
Top,A young child is lying on the ground with their eyes closed and arms spread wide.,"Meri toh photos bhi acchi nahi aati, din acche kahan se aayenge","My photos don't even turn out well, how will good days come?",Hindi_image_340.jpg
Bottom left corner,A watermark or username is visible in the bottom left corner.,@lamethoughts_,@lamethoughts_,Hindi_image_340.jpg
bottom,"Two men, one with a prominent mustache and the other with a less prominent one, are looking towards the right with serious expressions.","Mera naam hai Chutiya ...
aachoon aachoon ki khadi karta hoon main khatiya","My name is Chutiya...
I am a coward who makes excuses.",Hindi_image_2342.jpg
Top,Text on top of the image.,"Dad To Me- Tumhe Jo Facility Mil Rahi Hai, Mujhe Milti Toh Main Top Karta!","Dad to me- The facility you are getting, if I had gotten it, I would have topped!",Hindi_image_1139.jpg
Middle,Text 'Dada Ji-' below the first text.,Dada Ji-,Grandfather-,Hindi_image_1139.jpg
Bottom,"A bald man with a serious expression looking forward, with other people blurred in the background.",,,Hindi_image_1139.jpg
Top,Black background with white text.,*when I change my tution without giving fees for 3 months*,*When I don't pay tuition fees for 3 months*,Hindi_image_1887.jpg
Middle,Black background with white text.,my tution teacher-,My tuition teacher-,Hindi_image_1887.jpg
Bottom,A man in a sweater is looking at a woman. The man is holding a cup.,"mujse Jo nazre churane lage ho
Lagta koi aur Gali Jane lage ho","You've started avoiding my gaze,
It seems you've started going down another lane.",Hindi_image_1887.jpg
Top text,,IRONIC SIMPING,IRONIC SIMPING,Hindi_image_803.jpg
Middle text 1,,जानलेवा,Deadly,Hindi_image_803.jpg
Middle text 2,,IRONIC SIMPING ना करे,Don't do ironic simping,Hindi_image_803.jpg
Bottom text,,ना करने दे,Don't let (others) do it,Hindi_image_803.jpg
Bottom right,,@_generic_memer_,@_generic_memer_,Hindi_image_803.jpg
Left image,A hand holding a lit cigarette lighter.,,,Hindi_image_803.jpg
middle bottom,"A man with grey hair and a striped shirt is sitting on a couch, looking thoughtful. Text is overlaid at the bottom of the image.","Bas enjoying life..
Aur option kya hai?","Just enjoying life..
What else is the option?",Hindi_image_1313.jpg
Top,The text is white on a blue background.,"लड़का: पंडित जी,क्या एक ही
गोत्र में शादी संभव है? . .
पंडित: बेटा, आज के समय में
गोत्र कोई भी चलेगा... बस मूत्र
का मार्ग अलग अलग होना
चाहिए।","Boy: Pandit ji, is marriage possible in the same gotra? . .
Pundit: Son, nowadays any gotra will do... just the path of urine should be different.",Hindi_image_156.jpg
Top,A doctor in a white coat is talking to a woman and a child.,"Ma'am, aapke bete ko cancer hai.""","Ma'am, your son has cancer.",Hindi_image_1475.jpg
Bottom,"The same doctor is talking to the child, who looks uninterested.",Par mujhe to bas cavity ki fikar rahti hai.,But I am only worried about cavities.,Hindi_image_1475.jpg
Top,"Text in Hindi and English on a black background. The Hindi text is ""ज़िंदगी"" which means ""life"". The English text reads ""aasan hai agar tum besharm ho.""",ज़िंदगी,life,Hindi_image_2168.jpg
middle,"English text reading ""aasan hai""",aasan hai,is easy,Hindi_image_2168.jpg
middle,"English text reading ""agar""",agar,if,Hindi_image_2168.jpg
middle,"English and Hindi text. The English text is ""tum"". The Hindi text is ""बेशर्म"" which means ""shameless"".",tum बेशर्म,you are shameless,Hindi_image_2168.jpg
bottom,"English text reading ""ho.""",ho.,are.,Hindi_image_2168.jpg
Top Image,"A woman with a bright smile looks away from the camera, with another woman blurred in the background.",Aunty thoda tel milega boyfriend aya ha,"Aunty, will I get some oil, my boyfriend has arrived",Hindi_image_142.jpg
Middle Image,A woman hands a container of Vaseline to an older woman.,Tel to nahi hai vaseline le jao,"There is no oil, take Vaseline",Hindi_image_142.jpg
Bottom Image,A close-up of a woman's face with a confused and slightly annoyed expression.,Pakode talne hai aunty 😠,"Have to fry pakoras, aunty 😠",Hindi_image_142.jpg
Top,Text overlayed on a blue structure and people in the background.,Aap kisko dijiyega,Whom will you give it to?,Hindi_image_1307.jpg
top left,A man with teary eyes looking down and slightly to the side.,Bhai aaj Ek Ladki Nai mujhe I love You bola,"Brother, today a girl told me I love you",Hindi_image_624.jpg
top right,"A man with wide eyes and a slightly open mouth, looking directly at the viewer.",to ro kyu rha hai,Why are you crying?,Hindi_image_624.jpg
